รหัสสินค้า,หมวดสินค้า,ชื่อสินค้า,ประเภทสินค้า,ประเภทสินค้าย่อย,หน่วยนับ,ราคาต่อหน่วยนับ,ปีงบประมาณ,รายการลำดับที่ id ในปีงบนั้น,รายการในแผน/นอกแผน,จำนวนยกยอดมา,มูลค่ายกยอดมา,จำนวนที่ต้องการใช้ในปี,มูลค่ารวมที่ต้องใช้ในปี,จำนวนที่ต้องซื้อเพิ่มในปี,มูลค่าที่ต้องซื้อเพิ่มในปี(บาท),หน่วยงานที่มีหน้าที่จัดซื้อ
P230-000960,วัสดุใช้ไป,ถุงหิ้ว ชนิดพลาสติก ขนาด 12*20 นิ้ว สีขาว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,แพค,60.00,2568,960,ในแผน,0.00,0.00,658.00,"39,480.00",658.00,"39,480.00",กลุ่มงานบริหารทั่วไป
P230-000961,วัสดุใช้ไป,น้ำกลั่นแบตเตอรี่ สำหรับเครื่องนึ่ง EO ขนาด 1 ลิตร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ขวด,200.00,2568,961,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000962,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 40 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,120.00,2568,962,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000963,วัสดุใช้ไป,ปลั๊กไฟพ่วง แบบ 4 ช่อง 4 สวิตซ์ ยาว 10 เมตร,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,399.00,2568,963,ในแผน,0.00,0.00,2.00,798.00,2.00,798.00,กลุ่มงานบริหารทั่วไป
P230-000964,วัสดุใช้ไป,กรอบรูป ขนาด 4x6 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,200.00,2568,964,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000965,วัสดุใช้ไป,พู่กัน เบอร์8,วัสดุสำนักงาน,วัสดุสำนักงาน,ด้าม,40.00,2568,965,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000966,วัสดุใช้ไป,ยกเลิก แฟ้ม แบบแขวน สีม่วง,วัสดุสำนักงาน,วัสดุสำนักงาน,แฟ้ม,90.00,2568,966,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000967,วัสดุใช้ไป,เทปกาว ชนิดแลกซีน ขนาด 1.5 นิ้ว ยาว 8 หลา,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,30.00,2568,967,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000968,วัสดุใช้ไป,กระดาษการ์ด หนา 150 แกรม ขนาด A4 สีเขียว,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,120.00,2568,968,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000969,วัสดุใช้ไป,กระดาษการ์ด หนา 150 แกรม ขนาด A4 สีชมพู,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,120.00,2568,969,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000970,วัสดุใช้ไป,กระดาษการ์ด หนา 150 แกรม ขนาด A4 สีฟ้า,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,120.00,2568,970,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000971,วัสดุใช้ไป,เครื่องเย็บกระดาษ ขนาดใหญ่,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,"2,500.00",2568,971,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000972,วัสดุใช้ไป,กระดาษโน๊ต แบบมีกาว ขนาด 7.5x 7.5 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,80.00,2568,972,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000973,วัสดุใช้ไป,กระดาษโน๊ต แบบมีกาว ขนาด 2.5x 7.5 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,80.00,2568,973,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000974,วัสดุใช้ไป,กระดาษการ์ด หนา 180 แกรม แบบมีกลิ่นหอม ขนาด A4 สีเหลือง,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,120.00,2568,974,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000975,วัสดุใช้ไป,กระดาษการ์ด หนา 180 แกรม แบบมีกลิ่นหอม ขนาด A4 สีเขียว,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,120.00,2568,975,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000976,วัสดุใช้ไป,กระดาษการ์ด หนา 180 แกรม แบบมีกลิ่นหอม ขนาด A4 สีชมพู,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,120.00,2568,976,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000977,วัสดุใช้ไป,ลวดเย็บกระดาษ เบอร์ 23/10,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่อง,60.00,2568,977,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000978,วัสดุใช้ไป,เสื้อกาวน์ แบบกันน้ำ,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ตัว,490.00,2568,978,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000979,วัสดุใช้ไป,ใบหินเจียร แบบหนา ขนาด 4 นิ้ว,วัสดุการเกษตร,วัสดุการเกษตร,ใบ,350.00,2568,979,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000980,วัสดุใช้ไป,ลวดมัดเหล็ก,วัสดุการเกษตร,วัสดุการเกษตร,ม้วน,120.00,2568,980,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000981,วัสดุใช้ไป,คีม สำหรับมัดลวด,วัสดุการเกษตร,วัสดุการเกษตร,อัน,100.00,2568,981,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000982,วัสดุใช้ไป,ไขควง ชนิดปากแฉก,วัสดุการเกษตร,วัสดุการเกษตร,อัน,180.00,2568,982,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000983,วัสดุใช้ไป,ไขควง ชนิดปากแบน,วัสดุการเกษตร,วัสดุการเกษตร,อัน,180.00,2568,983,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000984,วัสดุใช้ไป,เชือก ชนิดป่านมะนิลา ขนาด 18 มม. สีขาว,วัสดุการเกษตร,วัสดุการเกษตร,เมตร,450.00,2568,984,ในแผน,0.00,0.00,6.00,"2,700.00",6.00,"2,700.00",กลุ่มงานบริหารทั่วไป
P230-000985,วัสดุใช้ไป,เมล็ดพันธ์ดอกไม้,วัสดุการเกษตร,วัสดุการเกษตร,กิโลกรัม,500.00,2568,985,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000986,วัสดุใช้ไป,น้ำยาฆ่าหญ้า แบบขวด,วัสดุการเกษตร,วัสดุการเกษตร,ขวด,500.00,2568,986,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000987,วัสดุใช้ไป,Hardisk External ขนาด 1 Tb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,"2,000.00",2568,987,ในแผน,2.00,"4,000.00",1.00,"2,000.00",0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000988,วัสดุใช้ไป,Hardisk ชนิด SSD External ขนาด 500 Gb,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,เครื่อง,"3,000.00",2568,988,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000989,วัสดุใช้ไป,MP3 player แบบ USB ขนาด 512 MB,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,อัน,299.00,2568,989,ในแผน,2.00,598.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000990,วัสดุใช้ไป,เสื้อผู้ป่วยแขนสั้น ชนิดกระดุมหรือเชือกผูก แบบผ่าหลัง,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ตัว,400.00,2568,990,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000991,วัสดุใช้ไป,เสื้อกั๊ก สะท้อนแสง,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,ตัว,300.00,2568,991,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000992,วัสดุใช้ไป,บอร์ด สำหรับผังบุคลากร ขนาด 50 x 70 ซม.,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,อัน,550.00,2568,992,ในแผน,0.00,0.00,1.00,550.00,1.00,550.00,กลุ่มงานบริหารทั่วไป
P230-000993,วัสดุใช้ไป,ป้ายชื่อ สำหรับหน่วยงาน,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ชิ้น,"4,000.00",2568,993,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000994,วัสดุใช้ไป,ยกเลิก ถังขยะ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,"1,000.00",2568,994,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000995,วัสดุใช้ไป,ถังผ้า สำหรับผู้ป่วยห้องพิเศษ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,"1,000.00",2568,995,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000996,วัสดุใช้ไป,ถังผ้า สำหรับผู้ป่วยสามัญ,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,อัน,"1,500.00",2568,996,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000997,วัสดุใช้ไป,โมเดลอาหาร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ชุด,"7,500.00",2568,997,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000998,วัสดุใช้ไป,กล่องพลาสติก ทรงสี่เหลี่ยม แบบพร้อมหูหิ้วและฝาปิดระบบล๊อค,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,220.00,2568,998,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-000999,วัสดุใช้ไป,หมอน สำหรับรองให้นมบุตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,500.00,2568,999,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001000,วัสดุใช้ไป,กล่องพลาสติก ทรงสี่เหลี่ยม แบบมีฝาปิด ขนาด 100 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,500.00,2568,1000,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001001,วัสดุใช้ไป,ถังขยะ ชนิดพลาสติก ถังขยะพลาสติก ขนาดไม่น้อยกว่า 60 ลิตร แบบเท้าเหยียบ ขนาด 60 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ถัง,"1,500.00",2568,1001,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001002,วัสดุใช้ไป,กล่องรองเท้า แบบฝาหน้า,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กล่อง,150.00,2568,1002,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001003,วัสดุใช้ไป,กระจกเงา ขนาด 55 x 90 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,บาน,"2,090.00",2568,1003,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001004,วัสดุใช้ไป,ตะกร้า แบบทรงเหลี่ยม ขนาด 37.5 x 26.5 x 14.2 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,159.00,2568,1004,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001005,วัสดุใช้ไป,รองเท้า แบบ Slippers ขนาด Free size,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,คู่,259.00,2568,1005,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001006,วัสดุใช้ไป,ผ้าขนหนู ขนาด 24 x 48 นิ้ว,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,โหล,"1,200.00",2568,1006,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001007,วัสดุใช้ไป,มู่ลี่ ชนิดไวนิล ขนาด 120 x 160 ซม.,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผืน,750.00,2568,1007,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001008,วัสดุใช้ไป,เก้าอี้ ชนิดพลาสติก เกรด A สำหรับผู้ป่วย,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,500.00,2568,1008,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001009,วัสดุใช้ไป,นาฬิกา แบบแขวนผนัง,วัสดุสำนักงาน,วัสดุสำนักงาน,เรือน,400.00,2568,1009,ในแผน,0.00,0.00,4.00,"1,600.00",4.00,"1,600.00",กลุ่มงานบริหารทั่วไป
P230-001010,วัสดุใช้ไป,ยกเลิก เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,290.00,2568,1010,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001011,วัสดุใช้ไป,ตู้อเนกประสงค์ ชนิดพลาสติก แบบ 7 ชั้น ขนาด A4,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,"1,000.00",2568,1011,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001012,วัสดุใช้ไป,เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,350.00,2568,1012,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001013,วัสดุใช้ไป,ยกเลิก เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง สีขาว,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,290.00,2568,1013,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001014,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 12 x 25 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,170.00,2568,1014,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001015,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 10 x 15 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,150.00,2568,1015,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001016,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 20 x 50 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,300.00,2568,1016,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001017,วัสดุใช้ไป,ป้ายอะคริลิค ขนาด 15 x 15 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,ชิ้น,170.00,2568,1017,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001018,วัสดุใช้ไป,ชั้นอเนกประสงค์ ชนิดพลาสติก,วัสดุสำนักงาน,วัสดุสำนักงาน,ตัว,300.00,2568,1018,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001019,วัสดุใช้ไป,กล่องอเนกประสงค์ ชนิดพลาสติก สำหรับเก็บเครื่องมือ ขนาด 12 นิ้ว สีใส,วัสดุสำนักงาน,วัสดุสำนักงาน,ใบ,300.00,2568,1019,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001020,วัสดุใช้ไป,ชาร์ททะเบียนผู้ป่วย แบบอลูมีเนียม,วัสดุอื่นๆ,วัสดุอื่นๆ,อัน,600.00,2568,1020,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001021,วัสดุใช้ไป,กรวยจราจร ชนิดพับเก็บได้ พลาสติก ขนาด 42 ซม.,วัสดุอื่นๆ,วัสดุอื่นๆ,กรวย,350.00,2568,1021,ในแผน,0.00,0.00,20.00,"7,000.00",20.00,"7,000.00",กลุ่มงานบริหารทั่วไป
P230-001022,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่าง แบบกากบาท ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,520.00,2568,1022,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001023,วัสดุใช้ไป,ตะแกรงน้ำทิ้ง แบบสแตนเลส ขนาด 1.5 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,12.00,2568,1023,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001024,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบใบพาย ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,550.00,2568,1024,ในแผน,0.00,0.00,4.00,"2,200.00",4.00,"2,200.00",กลุ่มงานบริหารทั่วไป
P230-001025,วัสดุใช้ไป,สกรูปลายสว่าน ขนาด 8 x 1,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,20.00,2568,1025,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001026,วัสดุใช้ไป,สกรูปลายสว่าน ขนาด 8 x 2,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,25.00,2568,1026,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001027,วัสดุใช้ไป,สกรูปลายสว่าน ขนาด 3/4,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ถุง,20.00,2568,1027,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001028,วัสดุใช้ไป,ตระแกรง ชนิดพลาสติก แบบก้างปลารังผึ้ง ขนาดกลาง,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20.00,2568,1028,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001029,วัสดุใช้ไป,โคมไฟ ชนิดคู่ แบบออกไก่ ขนาด 2 x 40 watt.,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ชุด,320.00,2568,1029,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001030,วัสดุใช้ไป,หลอดไฟ ชนิด LED ขนาด 10 W,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอด,75.00,2568,1030,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001031,วัสดุใช้ไป,สีน้ำมัน สีทองคำ,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระป๋อง,385.00,2568,1031,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001032,วัสดุใช้ไป,กาว ชนิด epoxy,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,132.00,2568,1032,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001033,วัสดุใช้ไป,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบต่อล่าง ขนาด 1/2 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุด,605.00,2568,1033,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001034,วัสดุใช้ไป,ยกเลิก ไมค์โครโฟน แบบไร้สาย,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ชุด,"2,900.00",2568,1034,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001035,วัสดุใช้ไป,แบตเตอรี่ ขนาด 4V 5AH DEL,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ลูก,219.00,2568,1035,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001036,วัสดุใช้ไป,ป้ายชื่อ แบบสามเหลี่ยม ขนาด 4x12 นิ้ว,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,95.00,2568,1036,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001037,วัสดุใช้ไป,ก้างปลา,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,20.00,2568,1037,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001038,วัสดุใช้ไป,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 3 นิ้ว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เส้น,"1,485.00",2568,1038,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001039,วัสดุใช้ไป,เกลียวเร่ง ขนาด 3 หุน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,60.00,2568,1039,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001040,วัสดุใช้ไป,หน้ากากปลั๊กไฟ แบบกันน้ำ,วัสดุไฟฟ้า,วัสดุไฟฟ้า,อัน,56.00,2568,1040,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001041,วัสดุใช้ไป,ถังปูน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ใบ,50.00,2568,1041,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001042,วัสดุใช้ไป,เทปพิมพ์,วัสดุสำนักงาน,วัสดุสำนักงาน,ม้วน,600.00,2568,1042,ในแผน,0.00,0.00,10.00,"6,000.00",10.00,"6,000.00",กลุ่มงานบริหารทั่วไป
P230-001043,วัสดุใช้ไป,กระดาษถ่ายเอกสาร ขนาด A3,วัสดุสำนักงาน,วัสดุสำนักงาน,รีม,265.00,2568,1043,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001044,วัสดุใช้ไป,สติ๊กเกอร์ ชนิดกระดาษ แบบสี ขนาด A4 สีขาวด้าน,วัสดุสำนักงาน,วัสดุสำนักงาน,ห่อ,125.00,2568,1044,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001045,วัสดุใช้ไป,แผ่นรองตัด ขนาด 30*45 ซม.,วัสดุสำนักงาน,วัสดุสำนักงาน,อัน,240.00,2568,1045,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001046,วัสดุใช้ไป,ถังน้ำดื่ม ชนิดพลาสติก ขนาด 20 ลิตร,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ใบ,100.00,2568,1046,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001047,วัสดุใช้ไป,กิ๊บ ชนิดทองเหลือง สำหรับสายสลิง,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,7.00,2568,1047,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
P230-001048,วัสดุใช้ไป,กาว ชนิดซิลิโคน สำหรับยาแนว,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,50.00,2568,1048,ในแผน,0.00,0.00,1.00,50.00,1.00,50.00,กลุ่มงานบริหารทั่วไป
P230-001049,วัสดุใช้ไป,ถุงมือ ชนิดถัก แบบเคลือบไนไตร,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,35.00,2568,1049,ในแผน,0.00,0.00,4.00,140.00,4.00,140.00,กลุ่มงานบริหารทั่วไป
P230-001050,วัสดุใช้ไป,น้ำยา สำหรับประสานคอนกรีต,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,219.00,2568,1050,ในแผน,0.00,0.00,2.00,438.00,2.00,438.00,กลุ่มงานบริหารทั่วไป
P230-001051,วัสดุใช้ไป,น้ำยา สำหรับขจัดท่อตัน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,230.00,2568,1051,ในแผน,0.00,0.00,1.00,230.00,1.00,230.00,กลุ่มงานบริหารทั่วไป
P230-001052,วัสดุใช้ไป,เกล็ดโซดาไฟ สำหรับขจัดท่อตัน,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,69.00,2568,1052,ในแผน,0.00,0.00,2.00,138.00,2.00,138.00,กลุ่มงานบริหารทั่วไป
P230-001053,วัสดุใช้ไป,สเปร์ย ชนิดโฟม,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,อัน,359.00,2568,1053,ในแผน,0.00,0.00,0.00,0.00,0.00,0.00,กลุ่มงานบริหารทั่วไป
