id,หมวด,ประเภท,ประเภทย่อย,ชื่อสินค้า,จำนวนที่ต้องการใช้,หน่วยนับ,ราคาต่อหน่วย,คนที่ต้องการใช้(แผนก),จำนวนที่อนุมัติให้ใช้ได้ในปีงบนั้นๆ (โควต้า)
P230-000987,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,Hardisk External ขนาด 1 Tb,1,อัน,"2,000.00",กลุ่มงานบริหารทั่วไป,1
P230-000988,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,Hardisk ชนิด SSD External ขนาด 500 Gb,0,เครื่อง,"3,000.00",กลุ่มงานบริหารทั่วไป,0
P230-000989,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,MP3 player แบบ USB ขนาด 512 MB,0,อัน,299,กลุ่มงานบริหารทั่วไป,0
P230-000990,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อผู้ป่วยแขนสั้น ชนิดกระดุมหรือเชือกผูก แบบผ่าหลัง,0,ตัว,400,กลุ่มงานบริหารทั่วไป,0
P230-000991,วัสดุใช้ไป,วัสดุสิ่งทอและเครื่องแต่งกาย,วัสดุสิ่งทอและเครื่องแต่งกาย,เสื้อกั๊ก สะท้อนแสง,0,ตัว,300,กลุ่มงานบริหารทั่วไป,0
P230-000992,วัสดุใช้ไป,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,บอร์ด สำหรับผังบุคลากร ขนาด 50 x 70 ซม.,1,อัน,550,กลุ่มงานบริหารทั่วไป,1
P230-000993,วัสดุใช้ไป,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ป้ายชื่อ สำหรับหน่วยงาน,0,ชิ้น,"4,000.00",กลุ่มงานบริหารทั่วไป,0
P230-000994,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ยกเลิก ถังขยะ,0,อัน,"1,000.00",กลุ่มงานบริหารทั่วไป,0
P230-000995,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ถังผ้า สำหรับผู้ป่วยห้องพิเศษ,0,อัน,"1,000.00",กลุ่มงานบริหารทั่วไป,0
P230-000996,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ถังผ้า สำหรับผู้ป่วยสามัญ,0,อัน,"1,500.00",กลุ่มงานบริหารทั่วไป,0
P230-000997,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,โมเดลอาหาร,0,ชุด,"7,500.00",กลุ่มงานบริหารทั่วไป,0
P230-000998,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กล่องพลาสติก ทรงสี่เหลี่ยม แบบพร้อมหูหิ้วและฝาปิดระบบล๊อค,0,ใบ,220,กลุ่มงานบริหารทั่วไป,0
P230-000999,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,หมอน สำหรับรองให้นมบุตร,0,ใบ,500,กลุ่มงานบริหารทั่วไป,0
P230-001000,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กล่องพลาสติก ทรงสี่เหลี่ยม แบบมีฝาปิด ขนาด 100 ลิตร,0,ใบ,500,กลุ่มงานบริหารทั่วไป,0
P230-001001,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ถังขยะ ชนิดพลาสติก ถังขยะพลาสติก ขนาดไม่น้อยกว่า 60 ลิตร แบบเท้าเหยียบ ขนาด 60 ลิตร,0,ถัง,"1,500.00",กลุ่มงานบริหารทั่วไป,0
P230-001002,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กล่องรองเท้า แบบฝาหน้า,0,กล่อง,150,กลุ่มงานบริหารทั่วไป,0
P230-001003,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กระจกเงา ขนาด 55 x 90 ซม.,0,บาน,"2,090.00",กลุ่มงานบริหารทั่วไป,0
P230-001004,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ตะกร้า แบบทรงเหลี่ยม ขนาด 37.5 x 26.5 x 14.2 ซม.,0,ใบ,159,กลุ่มงานบริหารทั่วไป,0
P230-001005,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,รองเท้า แบบ Slippers ขนาด Free size,0,คู่,259,กลุ่มงานบริหารทั่วไป,0
P230-001006,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ผ้าขนหนู ขนาด 24 x 48 นิ้ว,0,โหล,"1,200.00",กลุ่มงานบริหารทั่วไป,0
P230-001007,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,มู่ลี่ ชนิดไวนิล ขนาด 120 x 160 ซม.,0,ผืน,750,กลุ่มงานบริหารทั่วไป,0
P230-001008,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,เก้าอี้ ชนิดพลาสติก เกรด A สำหรับผู้ป่วย,0,ตัว,500,กลุ่มงานบริหารทั่วไป,0
P230-001009,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,นาฬิกา แบบแขวนผนัง,4,เรือน,400,กลุ่มงานบริหารทั่วไป,4
P230-001010,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ยกเลิก เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง,0,ตัว,290,กลุ่มงานบริหารทั่วไป,0
P230-001011,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ตู้อเนกประสงค์ ชนิดพลาสติก แบบ 7 ชั้น ขนาด A4,0,อัน,"1,000.00",กลุ่มงานบริหารทั่วไป,0
P230-001012,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง สีขาว,0,ตัว,350,กลุ่มงานบริหารทั่วไป,0
P230-001013,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ยกเลิก เก้าอี้ ชนิดพลาสติก เกรด A แบบมีพนักพิง สีขาว,0,ตัว,290,กลุ่มงานบริหารทั่วไป,0
P230-001014,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ป้ายอะคริลิค ขนาด 12 x 25 ซม.,0,อัน,170,กลุ่มงานบริหารทั่วไป,0
P230-001015,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ป้ายอะคริลิค ขนาด 10 x 15 ซม.,0,อัน,150,กลุ่มงานบริหารทั่วไป,0
P230-001016,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ป้ายอะคริลิค ขนาด 20 x 50 ซม.,0,อัน,300,กลุ่มงานบริหารทั่วไป,0
P230-001017,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ป้ายอะคริลิค ขนาด 15 x 15 ซม.,0,ชิ้น,170,กลุ่มงานบริหารทั่วไป,0
P230-001018,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ชั้นอเนกประสงค์ ชนิดพลาสติก,0,ตัว,300,กลุ่มงานบริหารทั่วไป,0
P230-001019,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กล่องอเนกประสงค์ ชนิดพลาสติก สำหรับเก็บเครื่องมือ ขนาด 12 นิ้ว สีใส,0,ใบ,300,กลุ่มงานบริหารทั่วไป,0
P230-001020,วัสดุใช้ไป,วัสดุอื่นๆ,วัสดุอื่นๆ,ชาร์ททะเบียนผู้ป่วย แบบอลูมีเนียม,0,อัน,600,กลุ่มงานบริหารทั่วไป,0
P230-001021,วัสดุใช้ไป,วัสดุอื่นๆ,วัสดุอื่นๆ,กรวยจราจร ชนิดพับเก็บได้ พลาสติก ขนาด 42 ซม.,20,กรวย,350,กลุ่มงานบริหารทั่วไป,20
P230-001022,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่าง แบบกากบาท ขนาด 1/2 นิ้ว,0,อัน,520,กลุ่มงานบริหารทั่วไป,0
P230-001023,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตะแกรงน้ำทิ้ง แบบสแตนเลส ขนาด 1.5 นิ้ว,0,อัน,12,กลุ่มงานบริหารทั่วไป,0
P230-001024,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบใบพาย ขนาด 1/2 นิ้ว,4,อัน,550,กลุ่มงานบริหารทั่วไป,4
P230-001025,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สกรูปลายสว่าน ขนาด 8 x 1,0,ถุง,20,กลุ่มงานบริหารทั่วไป,0
P230-001026,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สกรูปลายสว่าน ขนาด 8 x 2,0,ถุง,25,กลุ่มงานบริหารทั่วไป,0
P230-001027,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สกรูปลายสว่าน ขนาด 3/4,0,ถุง,20,กลุ่มงานบริหารทั่วไป,0
P230-001028,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ตระแกรง ชนิดพลาสติก แบบก้างปลารังผึ้ง ขนาดกลาง,0,อัน,20,กลุ่มงานบริหารทั่วไป,0
P230-001029,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,โคมไฟ ชนิดคู่ แบบออกไก่ ขนาด 2 x 40 watt.,0,ชุด,320,กลุ่มงานบริหารทั่วไป,0
P230-001030,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอดไฟ ชนิด LED ขนาด 10 W,0,หลอด,75,กลุ่มงานบริหารทั่วไป,0
P230-001031,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สีน้ำมัน สีทองคำ,0,กระป๋อง,385,กลุ่มงานบริหารทั่วไป,0
P230-001032,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กาว ชนิด epoxy,0,ชุด,132,กลุ่มงานบริหารทั่วไป,0
P230-001033,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ก๊อกน้ำ ชนิดทองเหลือง สำหรับซิงค์ แบบต่อล่าง ขนาด 1/2 นิ้ว,0,ชุด,605,กลุ่มงานบริหารทั่วไป,0
P230-001034,วัสดุใช้ไป,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ยกเลิก ไมค์โครโฟน แบบไร้สาย,0,ชุด,"2,900.00",กลุ่มงานบริหารทั่วไป,0
P230-001035,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แบตเตอรี่ ขนาด 4V 5AH DEL,0,ลูก,219,กลุ่มงานบริหารทั่วไป,0
P230-001036,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ป้ายชื่อ แบบสามเหลี่ยม ขนาด 4x12 นิ้ว,0,อัน,95,กลุ่มงานบริหารทั่วไป,0
P230-001037,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,ก้างปลา,0,อัน,20,กลุ่มงานบริหารทั่วไป,0
P230-001038,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ท่อน้ำ ชนิด PVC แบบตรง ขนาด 3 นิ้ว,0,เส้น,"1,485.00",กลุ่มงานบริหารทั่วไป,0
P230-001039,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เกลียวเร่ง ขนาด 3 หุน,0,อัน,60,กลุ่มงานบริหารทั่วไป,0
P230-001040,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หน้ากากปลั๊กไฟ แบบกันน้ำ,0,อัน,56,กลุ่มงานบริหารทั่วไป,0
P230-001041,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ถังปูน,0,ใบ,50,กลุ่มงานบริหารทั่วไป,0
P230-001042,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,เทปพิมพ์,10,ม้วน,600,กลุ่มงานบริหารทั่วไป,10
P230-001043,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษถ่ายเอกสาร ขนาด A3,0,รีม,265,กลุ่มงานบริหารทั่วไป,0
P230-001044,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,สติ๊กเกอร์ ชนิดกระดาษ แบบสี ขนาด A4 สีขาวด้าน,0,ห่อ,125,กลุ่มงานบริหารทั่วไป,0
P230-001045,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,แผ่นรองตัด ขนาด 30*45 ซม.,0,อัน,240,กลุ่มงานบริหารทั่วไป,0
P230-001046,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ถังน้ำดื่ม ชนิดพลาสติก ขนาด 20 ลิตร,0,ใบ,100,กลุ่มงานบริหารทั่วไป,0
P230-001047,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กิ๊บ ชนิดทองเหลือง สำหรับสายสลิง,0,อัน,7,กลุ่มงานบริหารทั่วไป,0
P230-001048,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กาว ชนิดซิลิโคน สำหรับยาแนว,1,อัน,50,กลุ่มงานบริหารทั่วไป,1
P230-001049,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ถุงมือ ชนิดถัก แบบเคลือบไนไตร,4,อัน,35,กลุ่มงานบริหารทั่วไป,4
P230-001050,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,น้ำยา สำหรับประสานคอนกรีต,2,อัน,219,กลุ่มงานบริหารทั่วไป,2
P230-001051,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,น้ำยา สำหรับขจัดท่อตัน,1,อัน,230,กลุ่มงานบริหารทั่วไป,1
P230-001052,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,เกล็ดโซดาไฟ สำหรับขจัดท่อตัน,2,อัน,69,กลุ่มงานบริหารทั่วไป,2
P230-001053,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สเปร์ย ชนิดโฟม,0,อัน,359,กลุ่มงานบริหารทั่วไป,0
P230-001054,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สามทาง ชนิด PVC แบบเกลียวใน ขนาด 1/2 นิ้ว,0,อัน,20,กลุ่มงานบริหารทั่วไป,0
P230-001055,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,น๊อต แบบเกลียว,1,ถุง,30,กลุ่มงานบริหารทั่วไป,1
P230-001056,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ลวด,0,กิโลกรัม,70,กลุ่มงานบริหารทั่วไป,0
P230-001057,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,น๊อต ขนาด 2 หุน,2,กิโลกรัม,100,กลุ่มงานบริหารทั่วไป,2
P230-001058,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ท่อน้ำ ชนิดเหล็ก แบบตรง ขนาด 1.5 นิ้ว,0,เส้น,"1,285.00",กลุ่มงานบริหารทั่วไป,0
P230-001059,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,นิปเปิ้ล ชนิดเหล็ก ขนาด 1/2 นิ้ว,2,อัน,110,กลุ่มงานบริหารทั่วไป,2
P230-001060,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ข้องอ ชนิดเหล็ก แบบ 90 องศา ขนาด 1.5 นิ้ว,1,อัน,160,กลุ่มงานบริหารทั่วไป,1
P230-001061,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สามทาง ชนิดเหล็ก แบบลด ขนาด 1*1/3 นิ้ว,0,อัน,220,กลุ่มงานบริหารทั่วไป,0
P230-001062,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,Ram BUS 2666 DDR4 ขนาด 8 Gb,0,อัน,790,กลุ่มงานบริหารทั่วไป,0
P230-001063,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กุญแจ แบบบิด สำหรับบานเลื่อน,0,อัน,570,กลุ่มงานบริหารทั่วไป,0
P230-001064,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ปืนฉีด สำหรับปั้มลม,0,ชุด,320,กลุ่มงานบริหารทั่วไป,0
P230-001065,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,บันได ชนิดไม้ไผ่ แบบ 13 ขั้น,0,ชุด,900,กลุ่มงานบริหารทั่วไป,0
P230-001066,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,สปริงเกอร์,12,ตัว,17,กลุ่มงานบริหารทั่วไป,12
P230-001067,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,ข้อต่อ ชนิดเหล็ก สำหรับต่อสายยาง ขนาด 1/2 นิ้ว,5,ตัว,28,กลุ่มงานบริหารทั่วไป,5
P230-001068,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,สาย Printer แบบ USB ขนาดยาว 5 เมตร,0,เส้น,159,กลุ่มงานบริหารทั่วไป,0
P230-001069,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,สาย Printer แบบ USB ขนาดยาว 10 เมตร,0,เส้น,220,กลุ่มงานบริหารทั่วไป,0
P230-001070,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ก๊อกน้ำ ชนิดทองเหลือง สำหรับอ่างล้างหน้า แบบหางปลา ขนาด 1/2 นิ้ว,0,ชุด,590,กลุ่มงานบริหารทั่วไป,0
P230-001071,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,แม่สี เบอร์ 9RC,0,อัน,260,กลุ่มงานบริหารทั่วไป,0
P230-001072,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,เหล็กนำ STN,0,อัน,45,กลุ่มงานบริหารทั่วไป,0
P230-001073,วัสดุใช้ไป,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ไมค์โครโฟน แบบมีสาย,0,ตัว,790,กลุ่มงานบริหารทั่วไป,0
P230-001074,วัสดุใช้ไป,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ไมค์โครโฟน ชนิดคู่ แบบไร้สาย,0,ชุด,890,กลุ่มงานบริหารทั่วไป,0
P230-001075,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หลอดไฟ ชนิด LED แบบฟูลเซ็ท ขนาด 16 W,0,ชุด,295,กลุ่มงานบริหารทั่วไป,0
P230-001076,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สาย RCA2 ขนาด 1.8 เมตร,0,เส้น,65,กลุ่มงานบริหารทั่วไป,0
P230-001077,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กระจกโค้ง สำหรับมุมอับสายตา ขนาด 80 ซม.,2,ชุด,980,กลุ่มงานบริหารทั่วไป,2
P230-001078,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แบตเตอรี่ สำหรับเครื่องเอกซเรย์เคลื่อนที่ ขนาด 12V 9Ah,0,ชิ้น,"2,400.00",กลุ่มงานบริหารทั่วไป,0
P230-001079,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ชุดหูฝานั่งรองชักโครก ชนิดพลาสติก,0,ชุด,650,กลุ่มงานบริหารทั่วไป,0
P230-001080,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สกรู ชนิดไดวอ ขนาด 1.5 นิ้ว,0,กล่อง,95,กลุ่มงานบริหารทั่วไป,0
P230-001081,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,สกรู ชนิดหัวบล๊อค แบบปลายแหลม,0,ตัว,3.5,กลุ่มงานบริหารทั่วไป,0
P230-001082,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กาว ชนิดยาง ขนาดใหญ่,0,กระปุก,144,กลุ่มงานบริหารทั่วไป,0
P230-001083,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,จอบ ชนิดเหล็ก แบบด้ามไม้,1,อัน,295,กลุ่มงานบริหารทั่วไป,1
P230-001084,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,เสียม ชนิดเหล็ก แบบด้ามไม้,1,อัน,315,กลุ่มงานบริหารทั่วไป,1
P230-001085,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,บันได ชนิดอลูมีเนียม แบบ 5 ขั้น,0,อัน,"1,090.00",กลุ่มงานบริหารทั่วไป,0
P230-001086,วัสดุใช้ไป,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ป้าย ชนิดอลูมีเนียม ห้ามจอดรถ สีสท้อนแสง,0,แผ่น,535,กลุ่มงานบริหารทั่วไป,0
P230-001087,วัสดุใช้ไป,วัสดุโฆษณาและเผยแพร่,วัสดุโฆษณาและเผยแพร่,ป้าย ชนิดอลูมีเนียม ระวังสายไฟฟ้าแรงสูง สีสท้อนแสง,0,แผ่น,535,กลุ่มงานบริหารทั่วไป,0
P230-001088,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ตาข่าย สำหรับกันสัตว์ปีนเสาไฟฟ้า ขนาด 45*65 ซม.,0,อัน,650,กลุ่มงานบริหารทั่วไป,0
P230-001089,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,กระดาษถ่ายเอกสาร ขนาด A5,36,รีม,65,กลุ่มงานบริหารทั่วไป,36
P230-001090,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,สายยาง ขนาด 5/8 นิ้ว ยาว 20 เมตร,0,เส้น,590,กลุ่มงานบริหารทั่วไป,0
P230-001091,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ป้ายตราสัญลักษณ์ วปร. แบบพร้อมฐานตั้งโต๊ะ,0,ชุด,650,กลุ่มงานบริหารทั่วไป,0
P230-001092,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,บันได ชนิดอลูมีเนียม แบบ 4 ขั้น,0,อัน,"2,190.00",กลุ่มงานบริหารทั่วไป,0
P230-001093,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,หมึก Printer Laser TN-2560,48,กล่อง,"1,390.00",กลุ่มงานบริหารทั่วไป,48
P230-001094,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,ก๊อกน้ำ ชนิดทองเหลือง สำหรับตู้คูลเลอร์ ขนาด 1/2 นิ้ว,4,อัน,390,กลุ่มงานบริหารทั่วไป,4
P230-001095,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,กุญแจ แบบขอสับ สำหรับบานเลื่อน,0,อัน,450,กลุ่มงานบริหารทั่วไป,0
P230-001096,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,คีม ชนิดปากงอ สำหรับหนีบแหวน ขนาด 6 นิ้ว,0,อัน,215,กลุ่มงานบริหารทั่วไป,0
P230-001097,วัสดุใช้ไป,วัสดุช่างและก่อสร้าง,วัสดุช่างและก่อสร้าง,คีม สำหรับปลอกสายไฟ ขนาด 9 นิ้ว,0,อัน,200,กลุ่มงานบริหารทั่วไป,0
P230-001098,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายดิน ขนาด 1*2.5 สีเขียว,0,เมตร,12,กลุ่มงานบริหารทั่วไป,0
P230-001099,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,สายไฟ แบบคอนโทรล,0,เมตร,10,กลุ่มงานบริหารทั่วไป,0
P230-001100,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,แท่งกราวด์ สำหรับโหลดทองแดง,0,อัน,65,กลุ่มงานบริหารทั่วไป,0
P230-001101,วัสดุใช้ไป,วัสดุไฟฟ้า,วัสดุไฟฟ้า,หางปลา สำหรับสายคอนโทรล,0,กล่อง,270,กลุ่มงานบริหารทั่วไป,0
P230-001102,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ยางปั๊มท่อน้ำ ขนาดหน้าใหญ่,5,อัน,110,กลุ่มงานบริหารทั่วไป,5
P230-001103,วัสดุใช้ไป,วัสดุสำนักงาน,วัสดุสำนักงาน,ผ้าใบคลุมเต้นท์ แบบโค้ง ขนาด 4*8 เมตร,0,ผืน,"13,375.00",กลุ่มงานบริหารทั่วไป,0
P230-001104,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,ขันน้ำ ชนิดพลาสติก แบบไม่มีด้าม,0,ใบ,25,กลุ่มงานบริหารทั่วไป,0
P230-001105,วัสดุใช้ไป,วัสดุการเกษตร,วัสดุการเกษตร,ท่อสูบน้ำ ชนิดผ้าใบ PVC ขนาด 2 นิ้ว,0,เมตร,80,กลุ่มงานบริหารทั่วไป,0
P230-001106,วัสดุใช้ไป,วัสดุคอมพิวเตอร์,วัสดุคอมพิวเตอร์,Hardisk ชนิด SSD Internal ขนาด 500 Gb,1,อัน,"1,690.00",กลุ่มงานบริหารทั่วไป,1
P230-001107,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กล่องอเนกประสงค์ ชนิดพลาสติก แบบ 4 ช่อง และฝาล๊อค ขนาด 37.5 x 25.6 x 10 ซม. สีใส,0,อัน,159,กลุ่มงานบริหารทั่วไป,0
P230-001108,วัสดุใช้ไป,วัสดุงานบ้านงานครัว,วัสดุงานบ้านงานครัว,กล่องอเนกประสงค์ ชนิดพลาสติก แบบ 6 ช่อง และฝาล๊อค ขนาด 55.5 x 25.6 x 10 ซม. สีใส,0,อัน,199,กลุ่มงานบริหารทั่วไป,0
